collectTime,inverter_state,pv1_i,pv1_u,mppt_power,active_power,efficiency,a_i,b_i,c_i,a_u,b_u,c_u,ab_u,bc_u,ca_u,inv_temperature,global_tilted_irradiance,diffuse_radiation,temperature_2m,wind_speed_10m,precipitation
2023-04-01 07:45:00+00:00,1,0.21269430701171924,388.7317497680655,0.08268103013037176,0.061188182372641585,74.00510404401086,0.08831753391017133,0.08831753391017133,0.08831753391017133,230,230,230,400,400,400,47.979,24.75,24.75,12.979,7.9228926,0.425
2023-04-01 08:00:00+00:00,1,0.2751689558752557,393.00260169737186,0.10814211556532481,0.08626835779200168,79.77313680338538,0.12451764898439781,0.12451764898439781,0.12451764898439781,230,230,230,400,400,400,48.054001,32.0,32.0,13.054001,8.0899935,0.3
2023-04-01 08:15:00+00:00,1,0.4249080754839582,399.93121837545687,0.16993400432587,0.1473932184815913,86.73556482488702,0.21274378591768012,0.21274378591768012,0.21274378591768012,230,230,230,400,400,400,48.204,51.25,49.25,13.204,8.665051,0.275
2023-04-01 08:30:00+00:00,1,0.5752248638130291,404.4428817882392,0.23264560159678896,0.20961339562655,90.09987473988123,0.30255087597685043,0.30255087597685043,0.30255087597685043,230,230,230,400,400,400,48.354,70.5,66.5,13.354,9.24011,0.25
2023-04-01 08:45:00+00:00,1,0.7260053806224944,407.6835462284589,0.2959804481531206,0.2725455940774216,92.08229657670654,0.39338568026761467,0.39338568026761467,0.39338568026761467,230,230,230,400,400,400,48.504,89.75,83.75,13.504,9.815168,0.22500001
2023-04-01 09:00:00+00:00,1,0.8771811107432037,410.14498351200274,0.3597714322028116,0.33598564553496296,93.3886394141378,0.4849535072336526,0.4849535072336526,0.4849535072336526,230,230,230,400,400,400,48.653999,109.0,101.0,13.653999,10.390226,0.2
2023-04-01 09:15:00+00:00,1,0.8542771470341538,409.6518492516793,0.34995621305598984,0.32623446067872275,93.22150843669353,0.47087888422948243,0.47087888422948243,0.47087888422948243,230,230,230,400,400,400,48.678999,106.25,98.5,13.678999,9.956416,0.2
2023-04-01 09:30:00+00:00,1,0.831622972674529,409.1514925398039,0.340259780500172,0.31660211713498915,93.04717609280569,0.45697579388472853,0.45697579388472853,0.45697579388472853,230,230,230,400,400,400,48.7039995,103.5,96.0,13.7039995,9.522606,0.2
2023-04-01 09:45:00+00:00,1,0.8091646569770589,408.6427528642105,0.3306592729475299,0.3070659061746554,92.86474969760839,0.4432114589722342,0.4432114589722342,0.4432114589722342,230,230,230,400,400,400,48.729,100.75,93.5,13.729,9.088797,0.2
2023-04-01 10:00:00+00:00,1,0.7868622886634571,408.1245881736439,0.3211378475101443,0.2976091116993169,92.67332206613108,0.4295617518822151,0.4295617518822151,0.4295617518822151,230,230,230,400,400,400,48.754,98.0,91.0,13.754,8.654986,0.2
2023-04-01 10:15:00+00:00,1,0.9796465042734144,410.7376664386899,0.4023777191000823,0.3784385714766027,94.05057822858097,0.546229027784385,0.546229027784385,0.546229027784385,230,230,230,400,400,400,48.879,123.25,113.0,13.879,8.417324,0.15
2023-04-01 10:30:00+00:00,1,1.173268452317267,412.60225315046716,0.4840932069764658,0.459789740754519,94.97958949398596,0.6636493264881245,0.6636493264881245,0.6636493264881245,230,230,230,400,400,400,49.004,148.5,135.0,14.004,8.179661,0.1
2023-04-01 10:45:00+00:00,1,1.3677225723022928,413.9379984272432,0.5661523439825715,0.5415144951435208,95.64819450084107,0.7816088488529901,0.7816088488529901,0.7816088488529901,230,230,230,400,400,400,49.129,173.75,157.0,14.129,7.9419985,0.05
2023-04-01 11:00:00+00:00,1,1.563022937745318,414.8773950724657,0.6484628848502901,0.6235109481079943,96.15214111320243,0.8999605343320732,0.8999605343320732,0.8999605343320732,230,230,230,400,400,400,49.254,199.0,179.0,14.254,7.7043357,0.0
2023-04-01 11:15:00+00:00,1,1.7059166866505076,415.43550762381386,0.7086983646825882,0.6835202261816202,96.44727012849187,0.9865764664562809,0.9865764664562809,0.9865764664562809,230,230,230,400,400,400,49.304,213.75,195.25,14.304,7.5164404,0.0
2023-04-01 11:30:00+00:00,1,1.8491627726913544,415.85085374745734,0.768975917741715,0.7435775347872653,96.6971159475269,1.073261724681965,1.073261724681965,1.073261724681965,230,230,230,400,400,400,49.354,228.5,211.5,14.354,7.328545,0.0
2023-04-01 11:45:00+00:00,1,1.9928005385030243,416.1421794523575,0.82928835930648,0.8036743483230029,96.91132635638373,1.1600040033627068,1.1600040033627068,1.1600040033627068,230,230,230,400,400,400,49.403999999999996,243.25,227.75,14.404,7.14065,0.0
2023-04-01 12:00:00+00:00,1,2.13687561845786,416.3242536895591,0.8896331470818836,0.8638070658988998,97.09699652405075,1.2467981050615764,1.2467981050615764,1.2467981050615764,230,230,230,400,400,400,49.454,258.0,244.0,14.454,6.9527545,0.0
2023-04-01 12:15:00+00:00,1,2.182478824644505,415.7520671465665,0.9073700828495619,0.8815344350730232,97.15268904443016,1.2723853584733367,1.2723853584733367,1.2723853584733367,230,230,230,400,400,400,49.6915,264.75,249.0,14.6915,6.5645657,0.0
2023-04-01 12:30:00+00:00,1,2.2283514579509056,415.1590416170586,0.9251202556688732,0.8992765012644311,97.20644378435355,1.2979938252023104,1.2979938252023104,1.2979938252023104,230,230,230,400,400,400,49.929,271.5,254.0,14.929,6.1763773,0.0
2023-04-01 12:45:00+00:00,1,2.2745219324048347,414.5449103666684,0.9428914905957835,0.9170410939974919,97.25839114509799,1.3236348061935022,1.3236348061935022,1.3236348061935022,230,230,230,400,400,400,50.1665,278.25,259.0,15.1665,5.7881885,0.0
2023-04-01 13:00:00+00:00,1,2.321827436718893,413.9103629100069,0.9610284369467281,0.9351716423279759,97.3094662317276,1.3498039985914032,1.3498039985914032,1.3498039985914032,230,230,230,400,400,400,50.403999,285.0,264.0,15.403999,5.3999996,0.0
2023-04-01 13:15:00+00:00,1,2.0677290176911884,413.4837167521448,0.854972279471214,0.8295032535581301,97.02106997798384,1.197284816838642,1.197284816838642,1.197284816838642,230,230,230,400,400,400,50.428999,256.5,235.75,15.428999,5.49,0.0
2023-04-01 13:30:00+00:00,1,1.8158328046215655,412.76998268985915,0.7495212753313221,0.7244449013043529,96.65434793483557,1.0456461469528,1.0456461469528,1.0456461469528,230,230,230,400,400,400,50.4539995,228.0,207.5,15.4539995,5.58,0.0
2023-04-01 13:45:00+00:00,1,1.5652336182068143,411.68899941371774,0.6443894621282766,0.6197175740221722,96.1712769130925,0.8944852704581074,0.8944852704581074,0.8944852704581074,230,230,230,400,400,400,50.479,199.5,179.25,15.479,5.6699996,0.0
2023-04-01 14:00:00+00:00,1,1.3158549667349486,410.1202989763625,0.5396588323668687,0.5154119995365982,95.50700713561432,0.7439331416900458,0.7439331416900458,0.7439331416900458,230,230,230,400,400,400,50.504,171.0,151.0,15.504,5.7599998,0.0
2023-04-01 14:15:00+00:00,1,1.5377137759669752,411.22498268636,0.6323463208985965,0.607748283967889,96.11003715562819,0.8772090883709847,0.8772090883709847,0.8772090883709847,230,230,230,400,400,400,50.716499,225.75,174.5,15.716499,5.9940968,0.025
2023-04-01 14:30:00+00:00,1,1.772789058517788,412.02004909258045,0.7304246349212884,0.7054704505124142,96.58360586214849,1.0182588862716724,1.0182588862716724,1.0182588862716724,230,230,230,400,400,400,50.929,280.5,198.0,15.929,6.2281933,0.05
2023-04-01 14:45:00+00:00,1,2.083804366218999,412.71354814386154,0.8600142936199137,0.8345958570299538,97.04441696160998,1.2046353568019756,1.2046353568019756,1.2046353568019756,230,230,230,400,400,400,51.1415,335.25,221.5,16.1415,6.46229,0.075
2023-04-01 15:00:00+00:00,1,2.5560827722813717,413.20559780086654,1.0561877099490204,1.0300644973528617,97.52665058018715,1.4867700370733783,1.4867700370733783,1.4867700370733783,230,230,230,400,400,400,51.354,390.0,245.0,16.354,6.696387,0.1
2023-04-01 15:15:00+00:00,1,2.303479247844488,414.11498708306465,0.9539052789672277,0.9280566239554793,97.29022832961631,1.3395343541597782,1.3395343541597782,1.3395343541597782,230,230,230,400,400,400,51.216499999999996,351.5,230.75,16.2165,8.384967,0.075
2023-04-01 15:30:00+00:00,1,2.078805865766698,414.6106352305665,0.8618950205265585,0.8363090413350732,97.03142742652648,1.2071081253513058,1.2071081253513058,1.2071081253513058,230,230,230,400,400,400,51.079,313.0,216.5,16.079,10.073547,0.05
2023-04-01 15:45:00+00:00,1,1.878516930361847,414.77086924691673,0.779154100101233,0.7538185062432826,96.74832053702104,1.0880432937492022,1.0880432937492022,1.0880432937492022,230,230,230,400,400,400,50.941501,274.5,202.25,15.941501,11.762128,0.025
2023-04-01 16:00:00+00:00,1,1.6995918492426565,414.65874352125616,0.7047506207059281,0.6796532654882624,96.43883176824643,0.9809949894631413,0.9809949894631413,0.9809949894631413,230,230,230,400,400,400,50.804001,236.0,188.0,15.804001,13.450708,0.0
2023-04-01 16:15:00+00:00,1,1.717509136867649,415.13992945730206,0.7130066219215075,0.6878440509190239,96.47092043343551,0.9928173698964528,0.9928173698964528,0.9928173698964528,230,230,230,400,400,400,50.729,273.0,171.5,15.729,14.233896,0.0
2023-04-01 16:30:00+00:00,1,1.9483820338829143,416.7478876427434,0.8119840969417765,0.7863776183636074,96.84643102314291,1.1350383241173139,1.1350383241173139,1.1350383241173139,230,230,230,400,400,400,50.653999999999996,310.00003,155.0,15.654,15.017084,0.0
2023-04-01 16:45:00+00:00,1,2.5322843639971846,419.2753420952471,1.0617243929973648,1.035054012490514,97.48801283244917,1.4939717818430016,1.4939717818430016,1.4939717818430016,230,230,230,400,400,400,50.579,347.00006,138.5,15.579,15.800272,0.0
2023-04-01 17:00:00+00:00,1,3.5171834000229265,421.31756561485486,1.4818511479186378,1.4533599147275793,98.07732151565449,2.0977443449934485,2.0977443449934485,2.0977443449934485,230,230,230,400,400,400,50.504,384.00006,122.0,15.504,16.58346,0.0
2023-04-01 17:15:00+00:00,1,3.0888130009767587,421.58832025028767,1.302207484649042,1.2744266136827531,97.86663252256027,1.839476371180402,1.839476371180402,1.839476371180402,230,230,230,400,400,400,50.1665,337.00006,111.5,15.1665,16.791214,0.0
2023-04-01 17:30:00+00:00,1,2.6717605580608392,421.50708675535964,1.1261660093360983,1.099066437347616,97.59364323165302,1.5863657586498228,1.5863657586498228,1.5863657586498228,230,230,230,400,400,400,49.8289995,290.00003,101.0,14.8289995,16.998966,0.0
2023-04-01 17:45:00+00:00,1,2.260062740286289,420.96935010349273,0.951417142971438,0.9249880147905652,97.22213033724303,1.335105198341276,1.335105198341276,1.335105198341276,230,230,230,400,400,400,49.491499,243.00003,90.5,14.491499,17.20672,0.0
2023-04-01 18:00:00+00:00,1,1.8438736688263047,419.76158795334555,0.7739873392118908,0.7482473335806653,96.67436347764614,1.080001998658042,1.080001998658042,1.080001998658042,230,230,230,400,400,400,49.153999,196.00002,80.0,14.153999,17.414474,0.0
2023-04-01 18:15:00+00:00,1,1.4870062054518591,418.00755983775423,0.62157983540453,0.5964513301466524,95.9573165301407,0.8609033400467002,0.8609033400467002,0.8609033400467002,230,230,230,400,400,400,48.7915,159.00002,66.25,13.7915,17.159563,0.0
2023-04-01 18:30:00+00:00,1,0.8889755030254236,411.8136803531968,0.36609227364473407,0.3421632877058475,93.46367359773674,0.4938701656594461,0.4938701656594461,0.4938701656594461,230,230,230,400,400,400,48.429,122.00001,52.5,13.429,16.904652,0.0
2023-04-01 18:45:00+00:00,1,0.3358853072769008,396.90020771790205,0.1333129482275933,0.11109254053671992,83.33214591208466,0.16034827045958666,0.16034827045958666,0.16034827045958666,230,230,230,400,400,400,48.0665,85.00001,38.75,13.0665,16.64974,0.0
2023-04-01 19:00:00+00:00,1,0.2159895770053089,389.94457598930853,0.08422396402344527,0.06264165264525785,74.37509427580541,0.09041543754305664,0.09041543754305664,0.09041543754305664,230,230,230,400,400,400,47.704,48.000004,25.0,12.704,16.394829,0.0
2023-04-01 19:15:00+00:00,1,0.16199871507143276,385.19497887764885,0.062401091630146795,0.04122795392820218,66.06928316664961,0.05950742574646255,0.05950742574646255,0.05950742574646255,230,230,230,400,400,400,47.528999999999996,36.000004,18.75,12.529,16.514616,0.0
2023-04-01 19:30:00+00:00,1,0.1080078291617691,378.25493460899725,0.04085449435684472,0.020257005796628695,49.58329827727964,0.02923846937414847,0.02923846937414847,0.02923846937414847,230,230,230,400,400,400,47.354,24.000002,12.5,12.354,16.634403,0.0
2023-04-01 19:45:00+00:00,1,0.05401139882878167,365.9688151159663,0.01976648763212512,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.179,12.000001,6.25,12.179,16.754192,0.0
2023-04-01 20:00:00+00:00,1,3.014626848295691e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.004,0.0,0.0,12.004,16.87398,0.0
2023-04-01 20:15:00+00:00,1,6.029204135755762e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,46.778999,0.0,0.0,11.778999,16.117853,0.0
2023-04-01 20:30:00+00:00,1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,46.554,0.0,0.0,11.554,15.361728,0.0
2023-04-01 20:45:00+00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,46.329,0.0,0.0,11.329,14.605602,0.0
2023-04-01 21:00:00+00:00,1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,46.104,0.0,0.0,11.104,13.849476,0.0
2023-04-01 21:15:00+00:00,1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,45.929,0.0,0.0,10.929,13.178558,0.0
2023-04-01 21:30:00+00:00,1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,45.754,0.0,0.0,10.754,12.507641,0.0
2023-04-01 21:45:00+00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,45.5789995,0.0,0.0,10.5789995,11.836722,0.0
2023-04-01 22:00:00+00:00,1,3.014428627791537e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,45.403999,0.0,0.0,10.403999,11.165805,0.0
2023-04-02 04:00:00+00:00,1,1.5072019269493206e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,42.8539996,0.0,0.0,7.8539996,10.739832,0.0
2023-04-02 04:15:00+00:00,1,1.5071895404106192e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,42.7415,0.0,0.0,7.7415,10.754873,0.0
2023-04-02 04:30:00+00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,42.6289997,0.0,0.0,7.6289997,10.769916,0.0
2023-04-02 04:45:00+00:00,1,1.5071647685564029e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,42.5164995,0.0,0.0,7.5164995,10.784958,0.0
2023-04-02 05:00:00+00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,42.403999999999996,0.0,0.0,7.404,10.799999,0.0
2023-04-02 05:15:00+00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,42.278999999999996,0.0,0.0,7.279,10.900143,0.0
2023-04-02 05:30:00+00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,42.153999999999996,0.0,0.0,7.154,11.000285,0.0
2023-04-02 05:45:00+00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,42.028999999999996,0.0,0.0,7.029,11.100428,0.0
2023-04-02 06:00:00+00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,41.903999999999996,0.0,0.0,6.904,11.200571,0.0
2023-04-02 06:15:00+00:00,1,0.025861033068140766,363.7977949555755,0.00940818680546283,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,41.929,5.749999,3.0,6.929,11.534962,0.0
2023-04-02 06:30:00+00:00,1,0.051709423248363084,376.2853384435,0.019457497827728487,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,41.954,11.499998,6.0,6.954,11.869352,0.0
2023-04-02 06:45:00+00:00,1,0.0785436086283384,383.74723669835043,0.030140892771441573,0.009139705257067938,30.32327319026126,0.01319202822620503,0.01319202822620503,0.01319202822620503,230,230,230,400,400,400,41.979,17.249996,9.0,6.979,12.203743,0.0
2023-04-02 07:00:00+00:00,1,0.10499898807187928,388.8778640146643,0.04083178220509363,0.01941499665536328,47.548736809585854,0.02802313386322419,0.02802313386322419,0.02802313386322419,230,230,230,400,400,400,42.004,22.999996,12.0,7.004,12.538134,0.0
2023-04-02 07:15:00+00:00,1,0.21388485005394572,400.26078801361814,0.08560971862676688,0.06322538473497637,73.85304583305594,0.09125798224089066,0.09125798224089066,0.09125798224089066,230,230,230,400,400,400,42.5290003,61.49999,23.5,7.5290003,12.675939,0.0
2023-04-02 07:30:00+00:00,1,0.33931141385764835,407.0065592550366,0.1381019710701632,0.11508403850105431,83.33265456623023,0.1661095015200324,0.1661095015200324,0.1661095015200324,230,230,230,400,400,400,43.054,99.999985,35.0,8.054,12.813744,0.0
2023-04-02 07:45:00+00:00,1,0.4907430264015579,411.9445352142567,0.20215890792062752,0.17861300348350684,88.35277422137374,0.2578056641049256,0.2578056641049256,0.2578056641049256,230,230,230,400,400,400,43.579,138.49997,46.5,8.579,12.951549,0.0
2023-04-02 08:00:00+00:00,1,0.665593553542814,415.6035288050299,0.2766230296022731,0.25261385984288803,91.32061788423572,0.36461669995330453,0.36461669995330453,0.36461669995330453,230,230,230,400,400,400,44.104,176.99997,58.0,9.104,13.089354,0.0
2023-04-02 08:15:00+00:00,1,0.8899778291939525,418.50338222773985,0.3724587316253709,0.3479794140965021,93.42764299764337,0.5022650210026594,0.5022650210026594,0.5022650210026594,230,230,230,400,400,400,44.754,226.49997,64.75,9.754,13.118923,0.0
2023-04-02 08:30:00+00:00,1,1.1684511926716485,420.8069769034853,0.49169241404742825,0.4667085061525435,94.91879329818686,0.6736357041506478,0.6736357041506478,0.6736357041506478,230,230,230,400,400,400,45.403999999999996,276.0,71.5,10.404,13.148494,0.0
2023-04-02 08:45:00+00:00,1,1.496627224553529,422.4192029349487,0.6322040792866461,0.6066837321712344,95.96327389342254,0.8756725402050726,0.8756725402050726,0.8756725402050726,230,230,230,400,400,400,46.054001,325.5,78.25,11.054001,13.178064,0.0
2023-04-02 09:00:00+00:00,1,1.8720829042887008,423.3717469101933,0.7925870095494155,0.7664889994358225,96.70723721192078,1.1063315753878977,1.1063315753878977,1.1063315753878977,230,230,230,400,400,400,46.704,375.0,85.0,11.704,13.207634,0.0
2023-04-02 09:15:00+00:00,1,2.2214076637181948,423.57072774759837,0.940923260745208,0.9143136691543442,97.17197005313811,1.3196981075250378,1.3196981075250378,1.3196981075250378,230,230,230,400,400,400,47.1915,421.5,88.25,12.1915,12.62962,0.0
2023-04-02 09:30:00+00:00,1,2.609561227373097,423.3089648926334,1.1046506619832555,1.0774804597710006,97.5403805793703,1.5552090837383723,1.5552090837383723,1.5552090837383723,230,230,230,400,400,400,47.679,468.0,91.5,12.679,12.051605,0.0
2023-04-02 09:45:00+00:00,1,3.039015316988092,422.5835703141803,1.284237942892308,1.2564474320022792,97.8360310062604,1.8135256577228247,1.8135256577228247,1.8135256577228247,230,230,230,400,400,400,48.1665,514.5,94.75,13.1665,11.473591,0.0
2023-04-02 10:00:00+00:00,1,3.5125747489507337,421.38451051097763,1.480144591219825,1.4516627217910183,98.07573735716359,2.0952946579964733,2.0952946579964733,2.0952946579964733,230,230,230,400,400,400,48.653999,561.0,98.0,13.653999,10.8955765,0.0
2023-04-02 10:15:00+00:00,1,3.8562952659750116,419.49364236064764,1.61769134714198,1.588788644390022,98.21333638193582,2.2932188788099994,2.2932188788099994,2.2932188788099994,230,230,230,400,400,400,49.028999,598.75,99.0,14.028999,9.611682,0.0
2023-04-02 10:30:00+00:00,1,4.2372129478437435,417.1412353959638,1.7675162436993128,1.7381549483108283,98.33883872393541,2.508810568251342,2.508810568251342,2.508810568251342,230,230,230,400,400,400,49.403999,636.5,100.0,14.403999,8.327788,0.0
2023-04-02 10:45:00+00:00,1,4.658906598644268,414.2447568553433,1.9299276311671494,1.900069944256431,98.45291157924603,2.7425147344889194,2.7425147344889194,2.7425147344889194,230,230,230,400,400,400,49.778999,674.25,101.0,14.778999,7.043894,0.0
2023-04-02 11:00:00+00:00,1,5.124399548375774,410.7116717290407,2.1046507051209544,2.074262124263103,98.55612236349191,2.993939489532869,2.993939489532869,2.993939489532869,230,230,230,400,400,400,50.153999,712.0,102.0,15.153999,5.7599998,0.0
2023-04-02 11:15:00+00:00,1,5.371987202362324,407.59261481234955,2.189582310549338,2.159056163909234,98.60584612448548,3.1163291435712925,3.1163291435712925,3.1163291435712925,230,230,230,400,400,400,50.504,736.0,103.5,15.504,4.5899997,0.0
2023-04-02 11:30:00+00:00,1,5.659784735386925,404.00611155894177,2.286587623204326,2.2558975794499765,98.65782341149291,3.2561076868991727,3.2561076868991727,3.2561076868991727,230,230,230,400,400,400,50.854,760.0,105.0,15.854,3.4199998,0.0
2023-04-02 11:45:00+00:00,1,5.989622299118258,399.86478054388965,2.39503900617771,2.364166815845643,98.7109942571943,3.4123808688441564,3.4123808688441564,3.4123808688441564,230,230,230,400,400,400,51.204,784.0,106.5,16.204,2.25,0.0
2023-04-02 12:00:00+00:00,1,6.362566304257144,395.0752332376733,2.5136923666445523,2.4826319154765115,98.76434954490861,3.5833705117478005,3.5833705117478005,3.5833705117478005,230,230,230,400,400,400,51.554,808.0,108.0,16.554,1.08,0.0
2023-04-02 12:15:00+00:00,1,6.463759898266807,395.5346363342725,2.556640920713016,2.5252944193500118,98.77391849950278,3.644948531986972,3.644948531986972,3.644948531986972,230,230,230,400,400,400,51.804,816.5,109.5,16.804,1.7278235,0.0
2023-04-02 12:30:00+00:00,1,6.606399217367793,395.7877405201897,2.614731819216349,2.5830296678737183,98.78755629507994,3.7282821851792023,3.7282821851792023,3.7282821851792023,230,230,230,400,400,400,52.054,825.0,111.0,17.054,2.375647,0.0
2023-04-02 12:45:00+00:00,1,6.790271162376301,395.85268783405195,2.687947090748711,2.6558141419841674,98.80455426838058,3.833337524480435,3.833337524480435,3.833337524480435,230,230,230,400,400,400,52.304,833.5,112.5,17.304,3.0234704,0.0
2023-04-02 13:00:00+00:00,1,7.014175684247236,395.7487939509217,2.7758515676007245,2.7432085365896386,98.82403542782727,3.959480467608268,3.959480467608268,3.959480467608268,230,230,230,400,400,400,52.554,842.0,114.0,17.554,3.671294,0.0
2023-04-02 13:15:00+00:00,1,6.978749223782831,398.080248438739,2.7781022247951266,2.7452151408985954,98.81620324828197,3.9623767514531014,3.9623767514531014,3.9623767514531014,230,230,230,400,400,400,52.566502,837.0,112.25,17.566502,4.7759686,0.0
2023-04-02 13:30:00+00:00,1,6.982943009689453,400.1037646196113,2.7939017863009488,2.7607194034313887,98.81232822741802,3.984755226820339,3.984755226820339,3.984755226820339,230,230,230,400,400,400,52.579,832.0,110.5,17.579,5.8806434,0.0
2023-04-02 13:45:00+00:00,1,7.024631271670609,401.8680203578893,2.8229746628903905,2.7894412591107716,98.81212523015405,4.0262116545906315,4.0262116545906315,4.0262116545906315,230,230,230,400,400,400,52.591499999999996,827.0,108.75,17.5915,6.9853177,0.0
2023-04-02 14:00:00+00:00,1,7.099952106126728,403.41955121754427,2.864259492319703,2.8303192712645227,98.81504377846392,4.085213982892895,4.085213982892895,4.085213982892895,230,230,230,400,400,400,52.604,822.0,107.0,17.604,8.089993,0.0
2023-04-02 14:15:00+00:00,1,6.929174124453164,406.5893342825638,2.8173282943893794,2.783361405489456,98.79435815245361,4.017436141778382,4.017436141778382,4.017436141778382,230,230,230,400,400,400,52.403999999999996,796.0,117.0,17.404,9.572876,0.0
2023-04-02 14:30:00+00:00,1,6.7925589962953845,409.37361525920255,2.7806944331748613,2.746674875035968,98.77658049251923,3.964483696195995,3.964483696195995,3.964483696195995,230,230,230,400,400,400,52.204,770.0,127.0,17.204,11.055759,0.0
2023-04-02 14:45:00+00:00,1,6.689667482894931,411.83167454314105,2.755016961617419,2.720909932418843,98.76200293233212,3.9272952048068634,3.9272952048068634,3.9272952048068634,230,230,230,400,400,400,52.004002,744.0,137.0,17.004002,12.538642,0.0
